source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_108470	Ga0081607_11304	0.02023	positive	Ga0081607	11304	Ga0081607	108470	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hemoglobin	hypothetical protein
Ga0081607_11304	Ga0081607_108470	0.02023	positive	Ga0081607	108470	Ga0081607	11304	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hemoglobin
Ga0081607_11069	Ga0081629_12205	0.02022	positive	Ga0081629	12205	Ga0081607	11069	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	Carbonic anhydrase	hypothetical protein
Ga0081629_12205	Ga0081607_11069	0.02022	positive	Ga0081607	11069	Ga0081629	12205	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Carbonic anhydrase
Ga0081629_11365	Ga0081607_11332	-0.02021	negative	Ga0081607	11332	Ga0081629	11365	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081607_11332	Ga0081629_11365	-0.02021	negative	Ga0081629	11365	Ga0081607	11332	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081607_12192	Ga0081607_107612	-0.02018	negative	Ga0081607	107612	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081607_123012	Ga0081629_10632	0.02018	positive	Ga0081629	10632	Ga0081607	123012	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	PAS domain S-box-containing protein	hypothetical protein
Ga0081629_10632	Ga0081607_123012	0.02018	positive	Ga0081607	123012	Ga0081629	10632	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PAS domain S-box-containing protein
Ga0081607_107612	Ga0081607_12192	-0.02018	negative	Ga0081607	12192	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081607_113615	Ga0081607_10651	-0.02016	negative	Ga0081607	10651	Ga0081607	113615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar hook-basal body complex protein FliE	hypothetical protein
Ga0081607_10651	Ga0081607_113615	-0.02016	negative	Ga0081607	113615	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar hook-basal body complex protein FliE
Ga0081629_10401	Ga0081607_11332	-0.02013	negative	Ga0081607	11332	Ga0081629	10401	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_11332	Ga0081629_10401	-0.02013	negative	Ga0081629	10401	Ga0081607	11332	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	flagellin
Ga0081607_123317	Ga0081607_11303	0.02012	positive	Ga0081607	11303	Ga0081607	123317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	hypothetical protein
Ga0081607_11303	Ga0081607_123317	0.02012	positive	Ga0081607	123317	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081607_120720	Ga0081607_11909	0.02008	positive	Ga0081607	11909	Ga0081607	120720	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	SSU ribosomal protein S1P
Ga0081607_11909	Ga0081607_120720	0.02008	positive	Ga0081607	120720	Ga0081607	11909	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S1P	hypothetical protein
Ga0081607_10651	Ga0081607_109110	0.02007	positive	Ga0081607	109110	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ATP-dependent proteinase
Ga0081607_11368	Ga0081607_120713	0.02007	positive	Ga0081607	120713	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar biosynthesis protein FlhF
Ga0081607_109110	Ga0081607_10651	0.02007	positive	Ga0081607	10651	Ga0081607	109110	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP-dependent proteinase	hypothetical protein
Ga0081607_117613	Ga0081607_11357	-0.02005	negative	Ga0081607	11357	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	glyceraldehyde-3-phosphate dehydrogenase (NAD+)
Ga0081607_110425	Ga0081607_11521	0.02005	positive	Ga0081607	11521	Ga0081607	110425	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	S-layer protein	hypothetical protein
Ga0081607_11521	Ga0081607_110425	0.02005	positive	Ga0081607	110425	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	S-layer protein
Ga0081607_11357	Ga0081607_117613	-0.02005	negative	Ga0081607	117613	Ga0081607	11357	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	glyceraldehyde-3-phosphate dehydrogenase (NAD+)	hypothetical protein
Ga0081607_11357	Ga0081607_12589	0.02004	positive	Ga0081607	12589	Ga0081607	11357	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	glyceraldehyde-3-phosphate dehydrogenase (NAD+)	hypothetical protein
Ga0081607_12589	Ga0081607_11357	0.02004	positive	Ga0081607	11357	Ga0081607	12589	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	glyceraldehyde-3-phosphate dehydrogenase (NAD+)
Ga0081629_10632	Ga0081629_10591	0.02004	positive	Ga0081629	10591	Ga0081629	10632	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	3-hexulose-6-phosphate synthase
Ga0081629_10591	Ga0081629_10632	0.02004	positive	Ga0081629	10632	Ga0081629	10591	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	3-hexulose-6-phosphate synthase	hypothetical protein
Ga0081607_117613	Ga0081607_108458	0.02003	positive	Ga0081607	108458	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	F-type H+-transporting ATPase subunit c
Ga0081607_108458	Ga0081607_117613	0.02003	positive	Ga0081607	117613	Ga0081607	108458	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit c	hypothetical protein
Ga0081629_114116	Ga0081607_10524	0.02002	positive	Ga0081607	10524	Ga0081629	114116	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	nitric oxide reductase, NorC subunit apoprotein	hypothetical protein
Ga0081607_11136	Ga0081607_110243	-0.02002	negative	Ga0081607	110243	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_10524	Ga0081629_114116	0.02002	positive	Ga0081629	114116	Ga0081607	10524	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	nitric oxide reductase, NorC subunit apoprotein
Ga0081607_110243	Ga0081607_11136	-0.02002	negative	Ga0081607	11136	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081629_11135	Ga0081629_11365	0.02	positive	Ga0081629	11365	Ga0081629	11135	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	pilus assembly protein Flp/PilA
Ga0081629_11365	Ga0081629_11135	0.02	positive	Ga0081629	11135	Ga0081629	11365	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	pilus assembly protein Flp/PilA	hypothetical protein
Ga0081607_117613	Ga0081607_112840	-0.02	negative	Ga0081607	112840	Ga0081607	117613	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	SSU ribosomal protein S9P
Ga0081607_112840	Ga0081607_117613	-0.02	negative	Ga0081607	117613	Ga0081607	112840	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S9P	hypothetical protein
Ga0081607_10239	Ga0081607_123013	0.01999	positive	Ga0081607	123013	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Polyketide cyclase / dehydrase and lipid transport
Ga0081607_123013	Ga0081607_10239	0.01999	positive	Ga0081607	10239	Ga0081607	123013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Polyketide cyclase / dehydrase and lipid transport	hypothetical protein
Ga0081607_125530	Ga0081607_11136	0.01998	positive	Ga0081607	11136	Ga0081607	125530	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_11136	Ga0081607_125530	0.01998	positive	Ga0081607	125530	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_10701	Ga0081607_108458	0.01996	positive	Ga0081607	108458	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	F-type H+-transporting ATPase subunit c
Ga0081629_122127	Ga0081607_109110	0.01996	positive	Ga0081607	109110	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	ATP-dependent proteinase
Ga0081607_116221	Ga0081607_11219	0.01995	positive	Ga0081607	11219	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_11219	Ga0081607_116221	0.01995	positive	Ga0081607	116221	Ga0081607	11219	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_110243	Ga0081607_113519	0.01995	positive	Ga0081607	113519	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_113519	Ga0081607_110243	0.01995	positive	Ga0081607	110243	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11304	Ga0081607_11288	0.01994	positive	Ga0081607	11288	Ga0081607	11304	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11288	Ga0081607_11304	0.01994	positive	Ga0081607	11304	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10749	Ga0081629_10632	0.01993	positive	Ga0081629	10632	Ga0081607	10749	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	predicted nucleic-acid-binding protein, contains PIN domain	hypothetical protein
Ga0081607_11095	Ga0081607_108453	0.01993	positive	Ga0081607	108453	Ga0081607	11095	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ATP synthase F1 subcomplex beta subunit
Ga0081607_117723	Ga0081607_11637	0.01993	positive	Ga0081607	11637	Ga0081607	117723	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11637	Ga0081607_117723	0.01993	positive	Ga0081607	117723	Ga0081607	11637	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_108453	Ga0081607_11095	0.01993	positive	Ga0081607	11095	Ga0081607	108453	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP synthase F1 subcomplex beta subunit	hypothetical protein
Ga0081629_10632	Ga0081607_10749	0.01993	positive	Ga0081607	10749	Ga0081629	10632	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	predicted nucleic-acid-binding protein, contains PIN domain
Ga0081607_11368	Ga0081607_12605	0.0199	positive	Ga0081607	12605	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Na+-transporting NADH:ubiquinone oxidoreductase subunit C
Ga0081607_10651	Ga0081607_121225	0.0199	positive	Ga0081607	121225	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_107940	Ga0081607_12308	-0.0199	negative	Ga0081607	12308	Ga0081607	107940	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	superoxide dismutase, Fe-Mn family
Ga0081607_12308	Ga0081607_107940	-0.0199	negative	Ga0081607	107940	Ga0081607	12308	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	superoxide dismutase, Fe-Mn family	hypothetical protein
Ga0081607_121225	Ga0081607_10651	0.0199	positive	Ga0081607	10651	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	hypothetical protein
Ga0081607_113519	Ga0081607_12323	0.01987	positive	Ga0081607	12323	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	monothiol glutaredoxin
Ga0081607_12323	Ga0081607_113519	0.01987	positive	Ga0081607	113519	Ga0081607	12323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	monothiol glutaredoxin	hypothetical protein
Ga0081607_118610	Ga0081607_108217	0.01985	positive	Ga0081607	108217	Ga0081607	118610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	N-acetylmuramoyl-L-alanine amidase
Ga0081607_108217	Ga0081607_118610	0.01985	positive	Ga0081607	118610	Ga0081607	108217	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	N-acetylmuramoyl-L-alanine amidase	hypothetical protein
Ga0081607_12049	Ga0081607_10651	0.01985	positive	Ga0081607	10651	Ga0081607	12049	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_10651	Ga0081607_12049	0.01985	positive	Ga0081607	12049	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081607_121225	Ga0081607_117723	0.01984	positive	Ga0081607	117723	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	hypothetical protein
Ga0081607_117723	Ga0081607_121225	0.01984	positive	Ga0081607	121225	Ga0081607	117723	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_108266	Ga0081607_11288	0.01984	positive	Ga0081607	11288	Ga0081607	108266	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	phosphate:acyl-(acyl carrier protein) acyltransferase	hypothetical protein
Ga0081607_11288	Ga0081607_108266	0.01984	positive	Ga0081607	108266	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	phosphate:acyl-(acyl carrier protein) acyltransferase
Ga0081607_108273	Ga0081629_11844	-0.01983	negative	Ga0081629	11844	Ga0081607	108273	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	SSU ribosomal protein S20P
Ga0081607_10701	Ga0081607_104311	0.01983	positive	Ga0081607	104311	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081629_11844	Ga0081607_108273	-0.01983	negative	Ga0081607	108273	Ga0081629	11844	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S20P	hypothetical protein
Ga0081607_123013	Ga0081607_108273	0.01982	positive	Ga0081607	108273	Ga0081607	123013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Polyketide cyclase / dehydrase and lipid transport	hypothetical protein
Ga0081607_108273	Ga0081607_123013	0.01982	positive	Ga0081607	123013	Ga0081607	108273	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Polyketide cyclase / dehydrase and lipid transport
Ga0081607_11288	Ga0081607_115213	0.01982	positive	Ga0081607	115213	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellin
Ga0081607_115213	Ga0081607_11288	0.01982	positive	Ga0081607	11288	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_10136	Ga0081607_120720	0.01981	positive	Ga0081607	120720	Ga0081607	10136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L25P	hypothetical protein
Ga0081607_120720	Ga0081607_10136	0.01981	positive	Ga0081607	10136	Ga0081607	120720	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L25P
Ga0081607_125323	Ga0081607_12048	0.01981	positive	Ga0081607	12048	Ga0081607	125323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	triphosphoribosyl-dephospho-CoA synthase
Ga0081607_12048	Ga0081607_125323	0.01981	positive	Ga0081607	125323	Ga0081607	12048	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	triphosphoribosyl-dephospho-CoA synthase	hypothetical protein
Ga0081607_10822	Ga0081607_11331	0.01979	positive	Ga0081607	11331	Ga0081607	10822	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Recombination protein MgsA	hypothetical protein
Ga0081607_11331	Ga0081607_10822	0.01979	positive	Ga0081607	10822	Ga0081607	11331	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Recombination protein MgsA
Ga0081607_11368	Ga0081607_108214	-0.01978	negative	Ga0081607	108214	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cold-shock DNA-binding protein family
Ga0081607_120720	Ga0081607_117651	0.01977	positive	Ga0081607	117651	Ga0081607	120720	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ATP-dependent Clp protease adaptor protein ClpS
Ga0081607_117651	Ga0081607_120720	0.01977	positive	Ga0081607	120720	Ga0081607	117651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ATP-dependent Clp protease adaptor protein ClpS	hypothetical protein
Ga0081607_10701	Ga0081607_10749	0.01976	positive	Ga0081607	10749	Ga0081607	10701	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	predicted nucleic-acid-binding protein, contains PIN domain
Ga0081607_10749	Ga0081607_10701	0.01976	positive	Ga0081607	10701	Ga0081607	10749	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	predicted nucleic-acid-binding protein, contains PIN domain	hypothetical protein
Ga0081607_110272	Ga0081607_107610	0.01975	positive	Ga0081607	107610	Ga0081607	110272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase I	hypothetical protein
Ga0081607_110243	Ga0081607_11876	-0.01975	negative	Ga0081607	11876	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	heat shock protein Hsp20
Ga0081607_107610	Ga0081607_110272	0.01975	positive	Ga0081607	110272	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-oxoacyl-(acyl-carrier-protein) synthase I
Ga0081607_11876	Ga0081607_110243	-0.01975	negative	Ga0081607	110243	Ga0081607	11876	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	heat shock protein Hsp20	hypothetical protein
Ga0081607_10524	Ga0081607_12209	0.01974	positive	Ga0081607	12209	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar P-ring protein precursor FlgI
Ga0081607_111211	Ga0081607_110243	0.01974	positive	Ga0081607	110243	Ga0081607	111211	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12209	Ga0081607_10524	0.01974	positive	Ga0081607	10524	Ga0081607	12209	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar P-ring protein precursor FlgI	hypothetical protein
Ga0081607_110243	Ga0081607_111211	0.01974	positive	Ga0081607	111211	Ga0081607	110243	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_111728	Ga0081607_116319	0.01971	positive	Ga0081607	116319	Ga0081607	111728	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	mxaD protein	hypothetical protein
Ga0081607_10651	Ga0081607_108289	0.01971	positive	Ga0081607	108289	Ga0081607	10651	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cytochrome c peroxidase
Ga0081607_116319	Ga0081607_111728	0.01971	positive	Ga0081607	111728	Ga0081607	116319	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	mxaD protein
Ga0081607_108289	Ga0081607_10651	0.01971	positive	Ga0081607	10651	Ga0081607	108289	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c peroxidase	hypothetical protein
Ga0081607_11368	Ga0081607_12364	0.0197	positive	Ga0081607	12364	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_107610	Ga0081607_11905	-0.0197	negative	Ga0081607	11905	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Heat shock protein
Ga0081607_11905	Ga0081607_107610	-0.0197	negative	Ga0081607	107610	Ga0081607	11905	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Heat shock protein	hypothetical protein
Ga0081607_11368	Ga0081607_101323	0.01969	positive	Ga0081607	101323	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Protein of unknown function (DUF1097)
Ga0081607_107610	Ga0081607_115212	0.01969	positive	Ga0081607	115212	Ga0081607	107610	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FlaG
Ga0081607_115212	Ga0081607_107610	0.01969	positive	Ga0081607	107610	Ga0081607	115212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlaG	hypothetical protein
Ga0081607_125323	Ga0081607_116932	0.01968	positive	Ga0081607	116932	Ga0081607	125323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	ammonium transporter (TC 1.A.11)
Ga0081607_116932	Ga0081607_125323	0.01968	positive	Ga0081607	125323	Ga0081607	116932	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ammonium transporter (TC 1.A.11)	hypothetical protein
Ga0081607_11521	Ga0081607_12485	0.01967	positive	Ga0081607	12485	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12485	Ga0081607_11521	0.01967	positive	Ga0081607	11521	Ga0081607	12485	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11368	Ga0081607_11357	0.01967	positive	Ga0081607	11357	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	glyceraldehyde-3-phosphate dehydrogenase (NAD+)
Ga0081607_107612	Ga0081607_11288	-0.01965	negative	Ga0081607	11288	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11288	Ga0081607_107612	-0.01965	negative	Ga0081607	107612	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10311	Ga0081607_11136	-0.01964	negative	Ga0081607	11136	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_11136	Ga0081607_10311	-0.01964	negative	Ga0081607	10311	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_10303	Ga0081607_11332	0.01963	positive	Ga0081607	11332	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_113410	Ga0081607_11469	0.01963	positive	Ga0081607	11469	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	fructose-bisphosphate aldolase
Ga0081607_11332	Ga0081607_10303	0.01963	positive	Ga0081607	10303	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11469	Ga0081607_113410	0.01963	positive	Ga0081607	113410	Ga0081607	11469	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	fructose-bisphosphate aldolase	hypothetical protein
Ga0081607_1082113	Ga0081607_116221	0.01962	positive	Ga0081607	116221	Ga0081607	1082113	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	OmpA-OmpF porin, OOP family	type IV pilus assembly protein PilA
Ga0081607_10239	Ga0081607_112317	0.01962	positive	Ga0081607	112317	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	acetyl-CoA carboxylase carboxyltransferase subunit alpha
Ga0081607_116221	Ga0081607_1082113	0.01962	positive	Ga0081607	1082113	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	OmpA-OmpF porin, OOP family
Ga0081607_112317	Ga0081607_10239	0.01962	positive	Ga0081607	10239	Ga0081607	112317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	acetyl-CoA carboxylase carboxyltransferase subunit alpha	hypothetical protein
Ga0081607_10303	Ga0081607_12327	-0.01961	negative	Ga0081607	12327	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	putative regulatory protein, FmdB family
Ga0081629_10373	Ga0081629_12128	0.01961	positive	Ga0081629	12128	Ga0081629	10373	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_121224	Ga0081607_110272	0.01961	positive	Ga0081607	110272	Ga0081607	121224	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-oxoacyl-(acyl-carrier-protein) synthase I
Ga0081607_12327	Ga0081607_10303	-0.01961	negative	Ga0081607	10303	Ga0081607	12327	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative regulatory protein, FmdB family	hypothetical protein
Ga0081629_12128	Ga0081629_10373	0.01961	positive	Ga0081629	10373	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081607_110272	Ga0081607_121224	0.01961	positive	Ga0081607	121224	Ga0081607	110272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase I	hypothetical protein
Ga0081607_115210	Ga0081629_10632	0.0196	positive	Ga0081629	10632	Ga0081607	115210	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	flagellar protein FliS	hypothetical protein
