source_locus_tag	target_locus_tag	weight	association	target_organism	target_gene	source_organism	source_gene	cross_species	source_organism_name	target_organism_name	source_gene_product	target_gene_product
Ga0081607_12485	Ga0081607_11521	0.01967	positive	Ga0081607	11521	Ga0081607	12485	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11909	Ga0081607_112840	0.01967	positive	Ga0081607	112840	Ga0081607	11909	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S1P	SSU ribosomal protein S9P
Ga0081607_11368	Ga0081607_11357	0.01967	positive	Ga0081607	11357	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	glyceraldehyde-3-phosphate dehydrogenase (NAD+)
Ga0081607_12209	Ga0081607_122016	0.01966	positive	Ga0081607	122016	Ga0081607	12209	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar P-ring protein precursor FlgI	flagellar basal-body rod protein FlgB
Ga0081607_10136	Ga0081607_11905	0.01966	positive	Ga0081607	11905	Ga0081607	10136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L25P	Heat shock protein
Ga0081607_11905	Ga0081607_10136	0.01966	positive	Ga0081607	10136	Ga0081607	11905	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Heat shock protein	LSU ribosomal protein L25P
Ga0081607_122016	Ga0081607_12209	0.01966	positive	Ga0081607	12209	Ga0081607	122016	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgB	flagellar P-ring protein precursor FlgI
Ga0081607_107612	Ga0081607_11288	-0.01965	negative	Ga0081607	11288	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11235	Ga0081607_12214	-0.01965	negative	Ga0081607	12214	Ga0081607	11235	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cold-shock DNA-binding protein family	TonB-dependent receptor family protein
Ga0081607_12214	Ga0081607_11235	-0.01965	negative	Ga0081607	11235	Ga0081607	12214	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	TonB-dependent receptor family protein	cold-shock DNA-binding protein family
Ga0081607_11288	Ga0081607_107612	-0.01965	negative	Ga0081607	107612	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_10311	Ga0081607_11136	-0.01964	negative	Ga0081607	11136	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	LSU ribosomal protein L27P
Ga0081607_11136	Ga0081607_10311	-0.01964	negative	Ga0081607	10311	Ga0081607	11136	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	hypothetical protein
Ga0081607_109532	Ga0081607_11284	0.01963	positive	Ga0081607	11284	Ga0081607	109532	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c oxidase subunit 3	iron-sulfur cluster insertion protein
Ga0081607_10303	Ga0081607_11332	0.01963	positive	Ga0081607	11332	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11284	Ga0081607_109532	0.01963	positive	Ga0081607	109532	Ga0081607	11284	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	iron-sulfur cluster insertion protein	cytochrome c oxidase subunit 3
Ga0081607_113410	Ga0081607_11469	0.01963	positive	Ga0081607	11469	Ga0081607	113410	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	fructose-bisphosphate aldolase
Ga0081607_11332	Ga0081607_10303	0.01963	positive	Ga0081607	10303	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11469	Ga0081607_113410	0.01963	positive	Ga0081607	113410	Ga0081607	11469	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	fructose-bisphosphate aldolase	hypothetical protein
Ga0081607_1082113	Ga0081607_116221	0.01962	positive	Ga0081607	116221	Ga0081607	1082113	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	OmpA-OmpF porin, OOP family	type IV pilus assembly protein PilA
Ga0081607_10239	Ga0081607_112317	0.01962	positive	Ga0081607	112317	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	acetyl-CoA carboxylase carboxyltransferase subunit alpha
Ga0081607_116221	Ga0081607_1082113	0.01962	positive	Ga0081607	1082113	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	OmpA-OmpF porin, OOP family
Ga0081607_112317	Ga0081607_10239	0.01962	positive	Ga0081607	10239	Ga0081607	112317	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	acetyl-CoA carboxylase carboxyltransferase subunit alpha	hypothetical protein
Ga0081607_10303	Ga0081607_12327	-0.01961	negative	Ga0081607	12327	Ga0081607	10303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	putative regulatory protein, FmdB family
Ga0081629_10373	Ga0081629_12128	0.01961	positive	Ga0081629	12128	Ga0081629	10373	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	formaldehyde activating enzyme	hypothetical protein
Ga0081607_108458	Ga0081607_109111	0.01961	positive	Ga0081607	109111	Ga0081607	108458	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit c	bacterial nucleoid protein HU beta subunit
Ga0081607_11909	Ga0081607_109525	0.01961	positive	Ga0081607	109525	Ga0081607	11909	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S1P	RNA polymerase, sigma 32 subunit, RpoH
Ga0081607_121224	Ga0081607_110272	0.01961	positive	Ga0081607	110272	Ga0081607	121224	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	3-oxoacyl-(acyl-carrier-protein) synthase I
Ga0081607_109525	Ga0081607_11909	0.01961	positive	Ga0081607	11909	Ga0081607	109525	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	RNA polymerase, sigma 32 subunit, RpoH	SSU ribosomal protein S1P
Ga0081607_109111	Ga0081607_108458	0.01961	positive	Ga0081607	108458	Ga0081607	109111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial nucleoid protein HU beta subunit	F-type H+-transporting ATPase subunit c
Ga0081607_12327	Ga0081607_10303	-0.01961	negative	Ga0081607	10303	Ga0081607	12327	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative regulatory protein, FmdB family	hypothetical protein
Ga0081629_12128	Ga0081629_10373	0.01961	positive	Ga0081629	10373	Ga0081629	12128	False	Methylotenera mobilis-49 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	formaldehyde activating enzyme
Ga0081607_12327	Ga0081607_108216	0.01961	positive	Ga0081607	108216	Ga0081607	12327	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative regulatory protein, FmdB family	DNA mismatch repair protein MutL
Ga0081607_108216	Ga0081607_12327	0.01961	positive	Ga0081607	12327	Ga0081607	108216	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	DNA mismatch repair protein MutL	putative regulatory protein, FmdB family
Ga0081607_110272	Ga0081607_121224	0.01961	positive	Ga0081607	121224	Ga0081607	110272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	3-oxoacyl-(acyl-carrier-protein) synthase I	hypothetical protein
Ga0081607_115210	Ga0081629_10632	0.0196	positive	Ga0081629	10632	Ga0081607	115210	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	flagellar protein FliS	hypothetical protein
Ga0081629_10632	Ga0081607_115210	0.0196	positive	Ga0081607	115210	Ga0081629	10632	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellar protein FliS
Ga0081607_122011	Ga0081607_120713	0.0196	positive	Ga0081607	120713	Ga0081607	122011	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgG	flagellar biosynthesis protein FlhF
Ga0081607_120713	Ga0081607_122011	0.0196	positive	Ga0081607	122011	Ga0081607	120713	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar biosynthesis protein FlhF	flagellar basal-body rod protein FlgG
Ga0081607_125530	Ga0081607_125320	0.01958	positive	Ga0081607	125320	Ga0081607	125530	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_112019	Ga0081607_125323	0.01958	positive	Ga0081607	125323	Ga0081607	112019	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_125323	Ga0081607_112019	0.01958	positive	Ga0081607	112019	Ga0081607	125323	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_125320	Ga0081607_125530	0.01958	positive	Ga0081607	125530	Ga0081607	125320	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11304	Ga0081607_109535	0.01957	positive	Ga0081607	109535	Ga0081607	11304	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cytochrome c oxidase subunit 1
Ga0081607_109535	Ga0081607_11304	0.01957	positive	Ga0081607	11304	Ga0081607	109535	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c oxidase subunit 1	hypothetical protein
Ga0081607_121225	Ga0081607_123013	0.01956	positive	Ga0081607	123013	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	Polyketide cyclase / dehydrase and lipid transport
Ga0081607_123112	Ga0081629_11844	0.01956	positive	Ga0081629	11844	Ga0081607	123112	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	SSU ribosomal protein S20P
Ga0081629_11844	Ga0081607_123112	0.01956	positive	Ga0081607	123112	Ga0081629	11844	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S20P	hypothetical protein
Ga0081607_123013	Ga0081607_121225	0.01956	positive	Ga0081607	121225	Ga0081607	123013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Polyketide cyclase / dehydrase and lipid transport	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_10958	Ga0081607_126010	0.01956	positive	Ga0081607	126010	Ga0081607	10958	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c553	CBS domain-containing protein
Ga0081607_126010	Ga0081607_10958	0.01956	positive	Ga0081607	10958	Ga0081607	126010	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	CBS domain-containing protein	cytochrome c553
Ga0081607_115212	Ga0081607_109111	0.01954	positive	Ga0081607	109111	Ga0081607	115212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlaG	bacterial nucleoid protein HU beta subunit
Ga0081607_109111	Ga0081607_115212	0.01954	positive	Ga0081607	115212	Ga0081607	109111	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	bacterial nucleoid protein HU beta subunit	flagellar protein FlaG
Ga0081607_111616	Ga0081607_114212	0.01953	positive	Ga0081607	114212	Ga0081607	111616	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	methanol dehydrogenase (cytochrome) small subunit	hypothetical protein
Ga0081607_114212	Ga0081607_111616	0.01953	positive	Ga0081607	111616	Ga0081607	114212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	methanol dehydrogenase (cytochrome) small subunit
Ga0081607_10524	Ga0081607_11332	0.01952	positive	Ga0081607	11332	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_11332	Ga0081607_10524	0.01952	positive	Ga0081607	10524	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	hypothetical protein
Ga0081607_12208	Ga0081607_115212	0.01951	positive	Ga0081607	115212	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	flagellar protein FlaG
Ga0081607_115212	Ga0081607_12208	0.01951	positive	Ga0081607	12208	Ga0081607	115212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlaG	flagellar protein FlgJ
Ga0081607_10311	Ga0081629_116111	0.01949	positive	Ga0081629	116111	Ga0081607	10311	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	hypothetical protein	cytochrome c
Ga0081629_116111	Ga0081607_10311	0.01949	positive	Ga0081607	10311	Ga0081629	116111	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	cytochrome c	hypothetical protein
Ga0081607_12192	Ga0081607_107611	0.01949	positive	Ga0081607	107611	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081607_107611	Ga0081607_12192	0.01949	positive	Ga0081607	12192	Ga0081607	107611	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081607_116318	Ga0081607_10822	0.01948	positive	Ga0081607	10822	Ga0081607	116318	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	Recombination protein MgsA
Ga0081607_10822	Ga0081607_116318	0.01948	positive	Ga0081607	116318	Ga0081607	10822	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Recombination protein MgsA	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081607_112115	Ga0081607_114256	0.01948	positive	Ga0081607	114256	Ga0081607	112115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	peroxiredoxin (alkyl hydroperoxide reductase subunit C)	ferredoxin
Ga0081607_114256	Ga0081607_112115	0.01948	positive	Ga0081607	112115	Ga0081607	114256	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	ferredoxin	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_10434	Ga0081607_108213	0.01947	positive	Ga0081607	108213	Ga0081607	10434	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S16P	conserved protein of DIM6/NTAB family
Ga0081607_108213	Ga0081607_10434	0.01947	positive	Ga0081607	10434	Ga0081607	108213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	conserved protein of DIM6/NTAB family	SSU ribosomal protein S16P
Ga0081607_11288	Ga0081607_109532	0.01946	positive	Ga0081607	109532	Ga0081607	11288	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cytochrome c oxidase subunit 3
Ga0081607_11357	Ga0081607_12327	0.01946	positive	Ga0081607	12327	Ga0081607	11357	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	glyceraldehyde-3-phosphate dehydrogenase (NAD+)	putative regulatory protein, FmdB family
Ga0081607_12327	Ga0081607_11357	0.01946	positive	Ga0081607	11357	Ga0081607	12327	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	putative regulatory protein, FmdB family	glyceraldehyde-3-phosphate dehydrogenase (NAD+)
Ga0081607_109532	Ga0081607_11288	0.01946	positive	Ga0081607	11288	Ga0081607	109532	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c oxidase subunit 3	hypothetical protein
Ga0081629_10206	Ga0081607_11876	0.01945	positive	Ga0081607	11876	Ga0081629	10206	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	RNA-binding protein Hfq	heat shock protein Hsp20
Ga0081607_10239	Ga0081607_114922	0.01945	positive	Ga0081607	114922	Ga0081607	10239	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	quinolinate synthetase
Ga0081607_11876	Ga0081629_10206	0.01945	positive	Ga0081629	10206	Ga0081607	11876	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	heat shock protein Hsp20	RNA-binding protein Hfq
Ga0081607_114922	Ga0081607_10239	0.01945	positive	Ga0081607	10239	Ga0081607	114922	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	quinolinate synthetase	hypothetical protein
Ga0081607_12208	Ga0081607_108457	0.01944	positive	Ga0081607	108457	Ga0081607	12208	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlgJ	F-type H+-transporting ATPase subunit b
Ga0081607_108457	Ga0081607_12208	0.01944	positive	Ga0081607	12208	Ga0081607	108457	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit b	flagellar protein FlgJ
Ga0081607_11332	Ga0081607_116221	0.01943	positive	Ga0081607	116221	Ga0081607	11332	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	type IV pilus assembly protein PilA
Ga0081607_12209	Ga0081607_113625	0.01943	positive	Ga0081607	113625	Ga0081607	12209	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar P-ring protein precursor FlgI	Predicted membrane protein (DUF2232)
Ga0081607_116221	Ga0081607_11332	0.01943	positive	Ga0081607	11332	Ga0081607	116221	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	type IV pilus assembly protein PilA	hypothetical protein
Ga0081607_113625	Ga0081607_12209	0.01943	positive	Ga0081607	12209	Ga0081607	113625	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Predicted membrane protein (DUF2232)	flagellar P-ring protein precursor FlgI
Ga0081607_11135	Ga0081607_109535	0.01943	positive	Ga0081607	109535	Ga0081607	11135	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L21P	cytochrome c oxidase subunit 1
Ga0081607_109535	Ga0081607_11135	0.01943	positive	Ga0081607	11135	Ga0081607	109535	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cytochrome c oxidase subunit 1	LSU ribosomal protein L21P
Ga0081607_113519	Ga0081607_112115	0.01943	positive	Ga0081607	112115	Ga0081607	113519	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	peroxiredoxin (alkyl hydroperoxide reductase subunit C)
Ga0081607_112115	Ga0081607_113519	0.01943	positive	Ga0081607	113519	Ga0081607	112115	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	peroxiredoxin (alkyl hydroperoxide reductase subunit C)	hypothetical protein
Ga0081607_116937	Ga0081607_107612	0.01942	positive	Ga0081607	107612	Ga0081607	116937	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	L-glutamine synthetase	hypothetical protein
Ga0081607_107612	Ga0081607_116937	0.01942	positive	Ga0081607	116937	Ga0081607	107612	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	L-glutamine synthetase
Ga0081629_118411	Ga0081607_116325	0.01941	positive	Ga0081607	116325	Ga0081629	118411	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	chaperonin GroES
Ga0081629_122127	Ga0081607_113615	-0.01941	negative	Ga0081607	113615	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	flagellar hook-basal body complex protein FliE
Ga0081607_12192	Ga0081607_10524	0.0194	positive	Ga0081607	10524	Ga0081607	12192	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Small metal-binding protein	hypothetical protein
Ga0081607_121223	Ga0081607_121225	0.0194	positive	Ga0081607	121225	Ga0081607	121223	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain	PQQ-dependent dehydrogenase, methanol/ethanol family
Ga0081607_10524	Ga0081607_12192	0.0194	positive	Ga0081607	12192	Ga0081607	10524	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	Small metal-binding protein
Ga0081607_121225	Ga0081607_121223	0.0194	positive	Ga0081607	121223	Ga0081607	121225	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	PQQ-dependent dehydrogenase, methanol/ethanol family	response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain
Ga0081607_11069	Ga0081607_12605	0.01939	positive	Ga0081607	12605	Ga0081607	11069	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Carbonic anhydrase	Na+-transporting NADH:ubiquinone oxidoreductase subunit C
Ga0081607_12605	Ga0081607_11069	0.01939	positive	Ga0081607	11069	Ga0081607	12605	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Na+-transporting NADH:ubiquinone oxidoreductase subunit C	Carbonic anhydrase
Ga0081607_122014	Ga0081607_122012	0.01938	positive	Ga0081607	122012	Ga0081607	122014	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod modification protein FlgD	flagellar basal-body rod protein FlgF
Ga0081607_108458	Ga0081607_11521	0.01938	positive	Ga0081607	11521	Ga0081607	108458	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	F-type H+-transporting ATPase subunit c	hypothetical protein
Ga0081607_11135	Ga0081607_111728	0.01938	positive	Ga0081607	111728	Ga0081607	11135	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L21P	mxaD protein
Ga0081607_115212	Ga0081607_116325	0.01938	positive	Ga0081607	116325	Ga0081607	115212	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar protein FlaG	chaperonin GroES
Ga0081607_111728	Ga0081607_11135	0.01938	positive	Ga0081607	11135	Ga0081607	111728	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	mxaD protein	LSU ribosomal protein L21P
Ga0081607_122012	Ga0081607_122014	0.01938	positive	Ga0081607	122014	Ga0081607	122012	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellar basal-body rod protein FlgF	flagellar basal-body rod modification protein FlgD
Ga0081607_116325	Ga0081607_115212	0.01938	positive	Ga0081607	115212	Ga0081607	116325	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	chaperonin GroES	flagellar protein FlaG
Ga0081629_122127	Ga0081607_111620	-0.01938	negative	Ga0081607	111620	Ga0081629	122127	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L35P	PQQ enzyme repeat-containing protein
Ga0081607_11521	Ga0081607_108458	0.01938	positive	Ga0081607	108458	Ga0081607	11521	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	F-type H+-transporting ATPase subunit c
Ga0081607_11368	Ga0081607_121110	-0.01937	negative	Ga0081607	121110	Ga0081607	11368	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	transposase, IS5 family
Ga0081629_118411	Ga0081607_117653	-0.01937	negative	Ga0081607	117653	Ga0081629	118411	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L27P	bacterial translation initiation factor 1 (bIF-1)
Ga0081607_11135	Ga0081607_108268	0.01937	positive	Ga0081607	108268	Ga0081607	11135	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	LSU ribosomal protein L21P	uncharacterized protein
Ga0081607_108268	Ga0081607_11135	0.01937	positive	Ga0081607	11135	Ga0081607	108268	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	uncharacterized protein	LSU ribosomal protein L21P
Ga0081607_116318	Ga0081607_10311	0.01936	positive	Ga0081607	10311	Ga0081607	116318	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	prepilin-type N-terminal cleavage/methylation domain-containing protein	hypothetical protein
Ga0081607_10311	Ga0081607_116318	0.01936	positive	Ga0081607	116318	Ga0081607	10311	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	prepilin-type N-terminal cleavage/methylation domain-containing protein
Ga0081629_11844	Ga0081607_112022	0.01936	positive	Ga0081607	112022	Ga0081629	11844	True	Methylotenera mobilis-49 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S20P	two-component system, chemotaxis family, response regulator CheY
Ga0081607_107914	Ga0081607_123013	0.01936	positive	Ga0081607	123013	Ga0081607	107914	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	SSU ribosomal protein S15P	Polyketide cyclase / dehydrase and lipid transport
Ga0081607_108022	Ga0081607_108667	0.01936	positive	Ga0081607	108667	Ga0081607	108022	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	16S rRNA (cytosine1402-N4)-methyltransferase	short chain dehydrogenase
Ga0081607_108269	Ga0081607_10433	0.01936	positive	Ga0081607	10433	Ga0081607	108269	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	protein of unknown function (DUF477)	16S rRNA processing protein RimM
Ga0081607_111615	Ga0081607_114272	0.01936	positive	Ga0081607	114272	Ga0081607	111615	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	MoxR-like ATPase	hypothetical protein
Ga0081607_123013	Ga0081607_107914	0.01936	positive	Ga0081607	107914	Ga0081607	123013	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	Polyketide cyclase / dehydrase and lipid transport	SSU ribosomal protein S15P
Ga0081607_10433	Ga0081607_108269	0.01936	positive	Ga0081607	108269	Ga0081607	10433	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	16S rRNA processing protein RimM	protein of unknown function (DUF477)
Ga0081607_112022	Ga0081629_11844	0.01936	positive	Ga0081629	11844	Ga0081607	112022	True	Methylobacter-123 (UID203)	Methylotenera mobilis-49 (UID203)	two-component system, chemotaxis family, response regulator CheY	SSU ribosomal protein S20P
Ga0081607_108667	Ga0081607_108022	0.01936	positive	Ga0081607	108022	Ga0081607	108667	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	short chain dehydrogenase	16S rRNA (cytosine1402-N4)-methyltransferase
Ga0081607_114272	Ga0081607_111615	0.01936	positive	Ga0081607	111615	Ga0081607	114272	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	MoxR-like ATPase
Ga0081607_115213	Ga0081607_12485	0.01935	positive	Ga0081607	12485	Ga0081607	115213	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	flagellin	hypothetical protein
Ga0081607_12485	Ga0081607_115213	0.01935	positive	Ga0081607	115213	Ga0081607	12485	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	flagellin
Ga0081607_10749	Ga0081607_117653	-0.01935	negative	Ga0081607	117653	Ga0081607	10749	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	predicted nucleic-acid-binding protein, contains PIN domain	bacterial translation initiation factor 1 (bIF-1)
Ga0081607_11303	Ga0081607_112831	0.01934	positive	Ga0081607	112831	Ga0081607	11303	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	cell division protease FtsH
Ga0081607_112831	Ga0081607_11303	0.01934	positive	Ga0081607	11303	Ga0081607	112831	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	cell division protease FtsH	hypothetical protein
Ga0081607_12485	Ga0081607_111616	0.01933	positive	Ga0081607	111616	Ga0081607	12485	False	Methylobacter-123 (UID203)	Methylobacter-123 (UID203)	hypothetical protein	methanol dehydrogenase (cytochrome) small subunit
